n_patients,n_positive,positive_rate,auc,ap,country_iso,wb_group,top_feature_1_name,top_feature_1_importance,top_feature_2_name,top_feature_2_importance,top_feature_3_name,top_feature_3_importance,top_feature_4_name,top_feature_4_importance,top_feature_5_name,top_feature_5_importance,top_feature_6_name,top_feature_6_importance,top_feature_7_name,top_feature_7_importance,top_feature_8_name,top_feature_8_importance,top_feature_9_name,top_feature_9_importance,top_feature_10_name,top_feature_10_importance
6,1.0,0.16666666666666666,0.6,0.3333333333333333,GE,1,admission_prior,0.13085462,pre_urgency_Elective,0.10665125,op_performed_stc_nan,0.09739897,asa,0.07621469,has_bile_spilt,0.0684548,has_bleeding,0.0668202,pre_indication_tg,0.060061302,op_operator_cons_General,0.05780795,op_cbd_explore_No,0.047359157,age_years,0.0453178
6,1.0,0.16666666666666666,1.0,1.0,SY,0,admission_prior,0.12570772,op_performed_stc_nan,0.07692197,has_bleeding,0.07603506,has_bile_spilt,0.0759875,pre_urgency_Elective,0.07113184,asa,0.06995832,age_years,0.054039016,op_anaes_inhaled_Sevoflurane,0.0477026,hist_ac,0.045395732,pre_indication_tg,0.041543975
5,1.0,0.2,0.75,0.5,IS,2,admission_prior,0.099599466,pre_urgency_Elective,0.08994718,pre_indication_tg,0.06966721,op_cbd_explore_No,0.06568723,has_bile_spilt,0.063782044,frailty,0.060617965,asa,0.0597398,op_performed_stc_nan,0.058679663,hist_ac,0.04947531,has_bleeding,0.048727594
5,0.0,0.0,,,HK,2,admission_prior,0.09083942,pre_urgency_Elective,0.0724887,has_bleeding,0.058621883,op_nassar,0.057616673,has_bile_spilt,0.057105225,asa,0.05699593,op_contam,0.054669946,comorb_n,0.053396244,op_cbd_explore_No,0.05288551,pre_indication_tg,0.05246246
5,0.0,0.0,,,VE,1,admission_prior,0.088108495,pre_urgency_Elective,0.08195956,op_cbd_explore_No,0.06545896,pre_indication_tg,0.0642638,frailty,0.059713013,has_bile_spilt,0.058243226,op_nassar,0.056444377,asa,0.054614104,op_contam,0.05119597,comorb_n,0.050343074
3,0.0,0.0,,,BD,0,op_nassar,0.105412334,pre_urgency_Elective,0.074958704,admission_prior,0.0681474,comorb_n,0.068128444,has_bleeding,0.067552045,asa,0.06242432,op_contam,0.06222344,bmi,0.053077806,op_anaes_regional_Spine-related,0.05160546,pre_indication_tg,0.050124306
3,0.0,0.0,,,LU,2,admission_prior,0.09487531,op_nassar,0.08466903,op_cvs_to,0.08170281,comorb_n,0.07987986,has_bile_spilt,0.07145542,hist_ac,0.06871376,frailty,0.06349927,op_cbd_explore_No,0.060824964,pre_urgency_Elective,0.057483446,op_contam,0.053029258
2,1.0,0.5,0.0,0.5,SV,1,admission_prior,0.1315596,has_bile_spilt,0.08499451,pre_urgency_Elective,0.08077512,hist_ac,0.074538015,pre_indication_tg,0.074535504,frailty,0.07378462,op_cbd_explore_No,0.07095156,asa,0.06272041,op_nassar,0.05235231,comorb_n,0.047071274
2,0.0,0.0,,,SN,0,op_cvs_to,0.19030897,comorb_n,0.11846718,admission_prior,0.11223177,op_nassar,0.1121384,has_stones_spilt,0.11103708,has_bile_spilt,0.0740313,op_contam,0.055355355,hist_ac,0.054791044,frailty,0.04161664,asa,0.027702808
2,0.0,0.0,,,SI,2,admission_prior,0.104586676,has_bleeding,0.0974037,pre_urgency_Elective,0.08558463,op_performed_stc_nan,0.08077554,age_years,0.07625916,asa,0.071830235,op_anaes_regional_Spine-related,0.06804719,has_bile_spilt,0.05762255,op_operator_cons_General,0.04861935,op_contam,0.047907416
2,0.0,0.0,,,BY,1,admission_prior,0.118312865,has_bleeding,0.10646155,op_performed_stc_nan,0.10147099,pre_urgency_Elective,0.088160075,asa,0.08481685,op_anaes_regional_Spine-related,0.08167314,age_years,0.079670385,has_bile_spilt,0.059969112,op_operator_cons_General,0.048491824,op_anaes_inhaled_Sevoflurane,0.044880427
1,0.0,0.0,,,RW,0,admission_prior,0.10367494,has_bleeding,0.09392439,pre_urgency_Elective,0.09115683,op_performed_stc_nan,0.08066387,age_years,0.07093319,asa,0.06844701,op_anaes_regional_Spine-related,0.063771375,has_bile_spilt,0.057426494,op_contam,0.049708325,op_operator_cons_General,0.04754967
1,0.0,0.0,,,BI,0,admission_prior,0.12758523,op_performed_stc_nan,0.09466577,pre_urgency_Elective,0.086955376,asa,0.0801147,has_bile_spilt,0.0779115,pre_indication_tg,0.062093668,op_operator_cons_General,0.06127965,hist_ac,0.057896372,frailty,0.0487066,has_bleeding,0.04870373
1,1.0,1.0,,,TZ,0,admission_prior,0.101709746,asa,0.073051915,has_bile_spilt,0.07013881,pre_urgency_Elective,0.06704953,op_performed_stc_nan,0.059659112,has_bleeding,0.057580687,hist_ac,0.05745464,age_years,0.051683046,op_contam,0.051555034,op_operator_cons_General,0.0492985
1,0.0,0.0,,,BF,0,op_cvs_to,0.16159247,admission_prior,0.109752454,comorb_n,0.10954742,op_nassar,0.10773954,has_stones_spilt,0.096208334,has_bile_spilt,0.075496316,hist_ac,0.05965042,op_contam,0.058168944,frailty,0.047307007,asa,0.035036184
1,0.0,0.0,,,AL,1,admission_prior,0.09791222,pre_urgency_Elective,0.07732372,has_bile_spilt,0.06830286,op_cbd_explore_No,0.06428478,frailty,0.06379867,pre_indication_tg,0.062118843,op_nassar,0.059035905,hist_ac,0.058223188,comorb_n,0.05533033,asa,0.053984873
1,0.0,0.0,,,PA,2,admission_prior,0.11874507,pre_urgency_Elective,0.09875976,op_performed_stc_nan,0.077414915,pre_indication_tg,0.07299879,has_bile_spilt,0.069155514,asa,0.068196245,op_cbd_explore_No,0.063028604,frailty,0.056439962,op_operator_cons_General,0.052637476,has_bleeding,0.048205223
1,1.0,1.0,,,MN,0,admission_prior,0.20732158,has_bile_spilt,0.16983339,hist_ac,0.12864034,frailty,0.09225328,op_cbd_explore_No,0.07785524,asa,0.07303185,pre_indication_tg,0.05198468,op_performed_stc_nan,0.041845176,pre_urgency_Elective,0.035163302,comorb_n,0.028030258
1,0.0,0.0,,,VN,0,admission_prior,0.13455674,pre_urgency_Elective,0.09947579,pre_indication_tg,0.08323629,op_performed_stc_nan,0.082852915,has_bile_spilt,0.07933664,asa,0.07140915,op_cbd_explore_No,0.06766837,frailty,0.06707123,hist_ac,0.061413348,op_operator_cons_General,0.05320536
1,0.0,0.0,,,MO,2,has_bleeding,0.1107316,admission_prior,0.10043707,age_years,0.088291556,op_anaes_regional_Spine-related,0.08712511,pre_urgency_Elective,0.08364174,op_performed_stc_nan,0.07936856,asa,0.0754316,has_bile_spilt,0.05194694,op_contam,0.051007777,op_anaes_inhaled_Sevoflurane,0.046206422
1,0.0,0.0,,,NA,1,admission_prior,0.09552264,pre_urgency_Elective,0.086128406,pre_indication_tg,0.06610126,has_bile_spilt,0.06303319,op_cbd_explore_No,0.06280212,asa,0.059194483,frailty,0.059147187,op_performed_stc_nan,0.057326965,has_bleeding,0.050139006,hist_ac,0.04951842
